tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,tweet_id,reponse_free
"Il marrive exactement la même chose aujourdhui Raccordement à la fibre par Free, tout ok durant quelques jours puis ce jour, perte du signal, Freebox bloqué sur 2 et obligé davoir un technicien qui revienne Hasard, jétais chez Orange avant de passer chez Free",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829532615403344186,Nous sommes désolés pour l'inconvenient rencontré. Nous vous invitons à contacter notre service clientèle via le numéro 3244 pour une prise en charge prioritaire de votre situation. Merci de nous fournir vos informations par DM. Nous sommes là pour vous aider.
Pages Perso Des pannes ponctuelles sont encore présentes et ici cest laccès à MySQL qui est concerné A voir le suivi des pannes régulièrement mis à jour sur cet article 🕷️,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1829541474872307731,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de nous contacter par DM pour analyser votre dossier. Nous sommes là pour vous aider.
Chez on est très heureux de contribuer à donner de la visibilité à la saison à venir des On nallait quand même pas laisser autant de fans de côté ☺️,positif,0.95,Information,0.9,1,0.7,0.8491,1829554798468948339,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as une question ou une suggestion, n'hesite pas à nous contacter. 💬💬💬 #service_client"
"Allo Votre lecteur est une calamité Cest tout le temps et tt les jours pareil, ça se déconnecte, rond rouge, erreur de lecture internecest usant je pense que, rapidement, je vais changer de FAI",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829561584038957112,Nous sommes désolés pour l'inconvenient que vous rencontrez. Nous vous recommandons de contacter notre service client via le numéro 3244 pour obtenir une aide rapide et efficace. Nous sommes là pour vous aider.
Vous feriez mieux dinvestir pour améliorer votre réseau bien pourri et votre SAV bien médiocre,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1829619518425219083,"Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de vous aider par le biais de notre service client, accessible au 3244. Nous vous remercions de nous avoir contacté et nous sommes prêts à vous aider."
"dites, je suis à moins d’1m de ma box, mais je peine à ouvrir une carte Google Maps voir vidéo Côté ordi, impossible de regarder Terracid en 1080p, je suis revenu aux 360p de l’ADSL, et le pire c’est que ça coupe toutes les 5min Xavier Niel ne peut rien faire pour moi",negatif,0.95,Fibre optique,0.9,1,0.8,0.8824,1829620052301373918,Nous sommes désolés pour votre inconvénient avec votre débit Internet. Nous allons vérifier la situation pour vous proposer une solution. Veuillez nous contacter par DM pour fournir plus de détails sur votre cas.
"bonjour j’ai contacter le 1008 pour un dépannage de ma player pop car à chaque fois que l’éteint le soir le lendemain pour le rallumer obliger de le débrancher électriquement pour qu’il démarre, On m’a dit qu’il remplacerai le player mais pas de nouvelle",negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1829776547508543607,"Nous sommes désolés pour votre inconvenient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous ! (Thème : Pannes et Coupures, Urgence : 1)"
"La connection free depuis quelques jours elle est à chié, est ce que chez vous cest pareil #free Pareil pour sfr #sfr",negatif,0.9,Pannes et Coupures,0.95,1,0.8,0.8824,1829793417506820407,Nous sommes désolé pour le mal-en-route que vous rencontrez. Nous vous invitons à nous contacter via le numéro 3244 pour que nous puissions vous aider à résoudre votre problème. Merci de patienter un instant.
"Très déçu de FREE Un technicien incompétent a échoué à installer la fibre chez moi Il na pas réussi à tirer le cable optique par la gaine dans le mur, par où passe pourtant déjà le cable téléphonique Je songe sérieusement à passer à la concurrence",negatif,0.95,Fibre optique,0.95,2,0.95,0.9491,1829829861701042378,"Nous sommes désolés de l'expérience que vous avez vécue avec votre débit internet. Nous vous proposons de vérifier votre ligne pour vous assurer que tout fonctionne correctement. Si vous avez des questions ou des difficultés supplémentaires, n'hésitez pas à nous contacter via DM pour nous fournir plus de détails. Nous sommes là pour vous aider."
"Je narrive plus à me connecter à ma base de donnée MySql via mon site free perso Je ne trouve pas comment contacter lassistance, seraitil possible davoir de laide PI jutilise cette base depuis plus de 20ans",negatif,0.95,processus_sav,0.95,1,0.8,0.8991,1829843617894015171,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous invitons à nous contacter par DM pour enquêter sur votre situation. Nous vous répondrons le plus rapidement possible.
"Revoyez le language de vos employés Une coupure qui dure depuis 9 jours, sans explications, sans aucunes nouvelles si je n’appelle pas quasiment tous les jours et quand je demande une compensation, on me répond de prendre un avocat et d’aller au tribunal",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829865250625409156,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons une prise en charge prioritaire. Veuillez nous contacter par DM pour nous fournir plus de détails sur votre situation. Merci d'avance.
très compliqué de joindre Free quand on ne connaît plus son mdp Vraiment galère,negatif,0.9,Facturation et Paiement,0.9,2,0.9,0.8991,1829878279110828486,Nous sommes désolés pour votre incompréhension sur votre facture. Nous sommes là pour vous aider. Veuillez nous contacter par téléphone ou courrier pour nous en informer et nous travaillons ensemble pour trouver une solution.
"A 11h18 ce dimanche matin, après redémarrage, lheure affichée sur ma Freebox V5 est 01h03 Beaucoup de coupures ce matin, problème généralisé ou premiers signes de faiblesse de ma box après 15 ans dutilisation non stop",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1830174919042244629,"Nous sommes désolés pour votre inconvénient. Si c'est une question de panne ou de coupure, veuillez contacter notre service client à 3244. Si c'est une question de facturation, merci de nous contacter via le service client ou par courrier pour contester votre facture. Nous sommes là pour vous aider."
Merci pour le temps perdu à échanger que le transfo cest bien la box qui est HS,negatif,0.8,Pannes et Coupures,0.9,1,0.7,0.7992,1830211258534015133,"Nous sommes désolé de l'inconvenient rencontré. Pour réparer ce problème, veuillez nous contacter par DM avec votre numéro de ligne et nous nous occuperons de votre demande d'urgence."
Cest super et bien gentil Mais de 1 il faudrait déjà avoir la fibre et de 2 ne pas avoir un réseau qui ne passe pas du tout a lintérieur de lappartement et 1 réseau pourri a lextérieur Pire en saison estival le réseau est totalement saturé,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1830233258229166259,Nous sommes désolés pour votre inconvénient. Nous vous encouragons à nous contacter par 📞 3244 pour enquêter sur votre problème de pannes et coupures. Nous serons heureux de vous aider.
Bonjour vous êtes des voleurs,negatif,0.95,Pannes et Coupures,0.9,0,0.0,0.616,1830317965478162785,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service clientèle à 3244 pour une aide plus détaillée. Nous sommes là pour vous aider !
Bonsoir #onfaitcomment,neutre,0.7,Pannes et Coupures,0.9,0,0.0,0.5328,1830380121070416050,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des problèmes, n'hésitez pas à nous contacter par téléphone au 3244. Nous serons heureux de vous aider."
"MAJ avec refonte total du tuto🕷️ Rattachement Player Devialet Migration depuis le nouvel abonnement Ultra, depuis Delta et comme dhabitude sur une unique page Web Nouveau lien, mais lancien est bien redirigé pas de souci Bonne lecture 🕷️",positif,0.95,Information,0.9,1,0.8,0.8824,1830474345170268294,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as une question ou un commentaire à partager, n'hesite pas à nous contacter. 😊 #service_client"
ça fait deux fois que des techniciens passes pour me raccorder à la fibre deux fois quil ya des problèmes qui auraient du être résolues entre temps,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1830505842552041762,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous aider.
bonjour estce que vous avez le numero de service client depuis en étranger J’arrive pas à connecter sur mon compte espace client et en ce moment je suis en étranger merci,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1830511140302102802,Nous sommes désolés pour le problème que vous rencontrez actuellement. Nous vous recommandons de nous contacter par le numéro 3244 pour obtenir de l'aide sur votre Freebox. Nous sommes là pour vous aider !
je viens de souscrire à une offre Freebox en renseignant mon RIO pour le portage de mon numéro Est ce que jai des démarches de résiliation à effectuer de mon côté où estce free qui sen charge,positif,0.95,Information,0.95,0,0.0,0.6327,1830533455567831117,"Merci pour ton retour, nous sommes ravis de te voir ici ! Si tu as des questions ou des suggestions, n'hesite pas à nous contacter. Pour toute question sur une facture, n'hésite pas à nous contacter par téléphone ou courrier. 📞📧 #service_client"
"Plus d’Internet en fibre optique depuis hier soir avec Le technicien ne vient que vendredi matin, super… Je pense que la soudure a lâché dans la PTO, car on voit bien la lumière avec le laser",negatif,0.95,Pannes et Coupures,0.9,2,0.9,0.9158,1830544182483509751,Nous sommes désolés de l'inconvenient que vous rencontrez. Nous vous encouragons à contacter notre service clientèle par téléphone au 3244 pour obtenir une assistance rapide. Nous sommes là pour vous aider !
Presque une semaine je trouve ça fait un peu long,negatif,0.8,Pannes et Coupures,0.9,1,0.7,0.7992,1830544624600908124,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous sommes là pour vous. (Thème : Pannes et Coupures, Urgence : 1, FAQ : service_client)"
"Sauf qu’à la maison, je n’ai pas de 4G Free, uniquement réseau 3G",negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1830580527679881545,Nous sommes désolés pour l'inconvenient que vous rencontrez. Nous vous recommandons de nous contacter par le numéro 3244 pour obtenir de l'aide sur votre Freebox. Nous sommes là pour vous aider.
24h sans internet et pas de nouvelles On fait comment quand on doit travailler,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1830584937592078498,Nous sommes désolés pour votre inconvenient. Nous vous recommandons de contacter notre service client via le numéro 3244 pour obtenir une assistance sur vos problèmes de pannes et coupures. Nous sommes là pour vous aider.
bonjour J’ai une question mais impossible d’avoir la réponse mais au 1044 En prenant votre offre ULTRA avons nous accès au replay myCANAL comprenant le catalogue film série proposée par CANAL J’ai bien compris que nous avions accès à la chaîne live Merci d’avance,neutre,0.5,Information,0.9,1,0.8,0.7326,1830596685258436697,Bonjour ! Nous sommes heureux de vous entendre. Vous pouvez trouver l'aide que vous cherchez en nous contactant par téléphone au 3244. Nous sommes là pour vous aider. Merci de votre message.
"ça fait 7 mois que j’attend ma Freebox Ultra , et ça fait un mois que mes assistant free proxy me disent qu’ils font remonter à la logistique Alors vous êtes toujours les meilleurs pour moi, mais j’en ai mare je veux ma Freebox 😭😭😭😭😭",negatif,0.95,Livraison,0.95,1,0.7,0.8658,1830619810876567702,Nous sommes désolé pour les problèmes rencontrés avec votre livraison. Nous vous invitons à nous contacter par DM pour analyser votre dossier et trouver une solution rapide.
"je vous en supplie envoyez un technicien 5 jours sans wifi, jen peux pluuus",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1830625078662365519,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par le numéro 3244 pour obtenir une assistance rapide sur votre Freebox/Mobile. Nous sommes là pour vous aider !
